,param_name,param_type,param_value,timestamp,device_id,module_key
685652,V,1,7.531776,2017-04-02 03:49:00.880000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
690171,V,1,8.2493,2017-04-05 12:29:01.043000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
706484,V,1,7.523027,2017-04-02 03:58:59.150000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
727334,V,1,8.223049,2017-04-05 12:39:01.230000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
748973,V,1,10.576868,2017-04-03 20:19:00.113000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
748974,V,1,8.1968,2017-04-05 12:49:02.040000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
765625,V,1,7.488026,2017-04-02 04:09:00.947000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
772808,V,1,9.561838,2017-04-01 04:38:59.150000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
780949,V,1,10.568118,2017-04-03 20:28:59.390000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
780950,V,1,8.258051,2017-04-05 12:58:59.193000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
802038,V,1,7.453024,2017-04-02 04:19:01.403000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
803178,V,1,9.561838,2017-04-01 04:49:00.253000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
821079,V,1,9.553089,2017-04-01 04:58:59.373000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
822843,V,1,7.426775,2017-04-02 04:29:01.087000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
846129,V,1,10.54187,2017-04-03 20:38:59.723000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
859171,V,1,9.570587,2017-04-01 05:08:58.957000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
877719,V,1,7.409273,2017-04-02 04:39:01.007000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
888519,V,1,8.310551,2017-04-05 13:09:01.160000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
899470,V,1,9.553089,2017-04-01 05:18:59.250000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
899623,V,1,10.524366,2017-04-03 20:49:00.380000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
899624,V,1,8.441805,2017-04-05 13:19:01.830000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
917734,V,1,7.400524,2017-04-02 04:49:02.410000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
938184,V,1,9.596842,2017-04-01 05:28:59.027000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
962018,V,1,9.623089,2017-04-01 05:38:58.983000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
962019,V,1,10.524366,2017-04-03 20:58:59.450000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
962020,V,1,8.573059,2017-04-05 13:29:01.180000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
972781,V,1,7.426775,2017-04-02 04:59:00.900000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
975028,V,1,9.561838,2017-04-01 05:49:00.233000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
991082,V,1,8.721815,2017-04-05 13:39:01.360000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
997795,V,1,9.54434,2017-04-01 05:58:59.203000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1013958,V,1,10.445614,2017-04-03 21:09:00.113000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1014216,V,1,7.435526,2017-04-02 05:09:01.647000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1029423,V,1,7.383024,2017-04-02 05:19:01.310000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1041268,V,1,8.879316,2017-04-05 13:49:01.907000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1052211,V,1,9.570587,2017-04-01 06:08:59.090000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1053030,V,1,7.36552,2017-04-02 05:29:01.167000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1068663,V,1,9.168077,2017-04-05 13:59:01.180000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1074124,V,1,10.340612,2017-04-03 21:18:59.690000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1097479,V,1,9.596842,2017-04-01 06:18:59.853000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1107176,V,1,7.391775,2017-04-02 05:39:00.903000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1125721,V,1,7.356771,2017-04-02 05:49:02.200000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1128415,V,1,9.561838,2017-04-01 06:29:00.750000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1128416,V,1,10.270609,2017-04-03 21:29:08.710000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1132791,V,1,9.413086,2017-04-05 14:09:01.203000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1156574,V,1,9.561838,2017-04-01 06:39:00.313000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1163894,V,1,9.369335,2017-04-05 14:19:02.420000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1173285,V,1,10.226857,2017-04-03 21:38:59.210000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1184761,V,1,7.208019,2017-04-02 05:59:01.120000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1201656,V,1,7.173018,2017-04-02 06:09:01.373000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1203764,V,1,9.54434,2017-04-01 06:49:00.297000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1221640,V,1,7.146765,2017-04-02 06:19:01.637000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1223919,V,1,10.209358,2017-04-03 21:49:04.507000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1224017,V,1,9.299332,2017-04-05 14:29:01.187000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1264140,V,1,9.535587,2017-04-01 06:58:59.723000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1278455,V,1,7.138016,2017-04-02 06:39:01.890000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1279231,V,1,9.124327,2017-04-05 14:39:01.247000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1281000,V,1,7.138016,2017-04-02 06:29:01.070000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1283885,V,1,10.148109,2017-04-03 21:58:59.697000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1300270,V,1,9.509338,2017-04-01 07:09:00.793000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1328172,V,1,9.54434,2017-04-01 07:19:00.953000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1328173,V,1,9.115576,2017-04-05 14:49:01.810000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1335629,V,1,7.164268,2017-04-02 06:49:03.257000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1337741,V,1,9.561838,2017-04-01 07:29:00.477000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1356955,V,1,10.051852,2017-04-03 22:08:59.773000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1356956,V,1,9.299332,2017-04-05 14:59:01.357000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1387832,V,1,9.404333,2017-04-05 15:09:01.297000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1394131,V,1,9.570587,2017-04-05 15:19:02.843000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1394230,V,1,7.164268,2017-04-02 06:59:01.110000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1423677,V,1,9.588091,2017-04-01 07:39:00.003000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1423678,V,1,9.955601,2017-04-03 22:18:59.817000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1434870,V,1,7.190516,2017-04-02 07:09:01.120000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1436917,V,1,9.658091,2017-04-05 15:29:01.533000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1453103,V,1,9.54434,2017-04-01 07:49:00.830000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1453104,V,1,9.649342,2017-04-05 15:39:01.157000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1473151,V,1,9.430584,2017-04-01 07:58:59.260000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1490243,V,1,7.164268,2017-04-02 07:19:01.373000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1491010,V,1,9.483086,2017-04-01 08:09:00.817000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1491011,V,1,9.903099,2017-04-03 22:29:00.983000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1516103,V,1,9.518087,2017-04-01 08:18:59.923000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1527461,V,1,7.181767,2017-04-02 07:29:01.150000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1528194,V,1,9.89435,2017-04-03 22:38:58.860000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1528195,V,1,9.684343,2017-04-05 15:49:01.150000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1548496,V,1,9.491835,2017-04-01 08:28:58.903000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1565482,V,1,7.094263,2017-04-02 07:39:01.143000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1585805,V,1,9.815598,2017-04-05 15:59:01.513000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1595065,V,1,9.465588,2017-04-01 08:39:02.510000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1605318,V,1,7.094263,2017-04-02 07:49:02.323000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1606876,V,1,9.885597,2017-04-03 22:49:00.283000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1627953,V,1,9.754343,2017-04-05 16:09:01.397000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1643269,V,1,7.059263,2017-04-02 07:59:00.967000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1644725,V,1,9.658091,2017-04-05 16:19:01.973000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1646843,V,1,9.91185,2017-04-03 22:58:59.013000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1662341,V,1,9.456837,2017-04-01 08:49:02.440000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1682488,V,1,6.97176,2017-04-02 08:09:00.713000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1684264,V,1,9.430584,2017-04-01 08:59:00.457000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1700153,V,1,9.94685,2017-04-03 23:18:59.933000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1712247,V,1,9.631842,2017-04-05 16:29:01.193000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1719871,V,1,9.465588,2017-04-01 09:09:01.470000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1719872,V,1,9.623089,2017-04-05 16:39:01.477000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1739401,V,1,6.866758,2017-04-02 08:19:01.367000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1743820,V,1,9.91185,2017-04-03 23:28:59.637000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1743821,V,1,9.658091,2017-04-05 16:49:00.430000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1757943,V,1,9.780596,2017-04-05 16:58:59.453000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1777992,V,1,6.761757,2017-04-02 08:29:00.903000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1783356,V,1,9.526836,2017-04-01 09:19:01.457000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1797071,V,1,9.588091,2017-04-01 09:29:00.560000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1797072,V,1,9.91185,2017-04-03 23:38:59.807000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1824951,V,1,9.89435,2017-04-05 17:09:01.563000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1834987,V,1,6.709251,2017-04-02 08:39:01.053000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1838604,V,1,9.623089,2017-04-01 09:39:00.563000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1854942,V,1,9.938101,2017-04-05 17:19:02.020000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1863485,V,1,9.973099,2017-04-03 23:49:00.850000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1873067,V,1,9.631842,2017-04-01 09:49:03.340000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1876788,V,1,9.96435,2017-04-05 17:29:03.093000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1891018,V,1,10.008101,2017-04-05 17:39:02.397000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1891909,V,1,6.735504,2017-04-02 08:49:01.917000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1913063,V,1,9.96435,2017-04-03 23:58:59.680000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1914353,V,1,9.693092,2017-04-01 09:59:00.943000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1931824,V,1,9.710592,2017-04-01 10:09:00.553000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1948340,V,1,6.770508,2017-04-02 08:59:01.057000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1960593,V,1,9.710592,2017-04-01 10:19:01.037000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1960594,V,1,9.955601,2017-04-05 17:49:02.453000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1970990,V,1,9.876846,2017-04-05 17:59:01.997000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1981028,V,1,9.973099,2017-04-04 00:08:59.713000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
1988850,V,1,9.754343,2017-04-01 10:29:00.110000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2006505,V,1,6.718006,2017-04-02 09:09:01.290000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2026508,V,1,9.973099,2017-04-04 00:19:00.380000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2026581,V,1,6.761757,2017-04-02 09:19:01.173000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2028836,V,1,9.885597,2017-04-05 18:09:01.043000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2045249,V,1,6.858009,2017-04-02 09:29:00.800000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2063280,V,1,9.859348,2017-04-05 18:19:02.700000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2066003,V,1,9.798094,2017-04-01 10:39:00.323000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2084329,V,1,6.910509,2017-04-02 09:39:00.847000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2092992,V,1,9.955601,2017-04-04 00:28:59.640000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2104796,V,1,9.833096,2017-04-01 10:49:02.050000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2105734,V,1,9.833096,2017-04-01 10:59:00.410000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2120382,V,1,9.91185,2017-04-04 00:38:59.780000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2120970,V,1,6.893011,2017-04-02 09:49:00.970000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2123644,V,1,9.789345,2017-04-05 18:29:02.230000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2159201,V,1,6.866758,2017-04-02 09:59:00.767000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2159855,V,1,9.684343,2017-04-05 18:39:01.880000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2179832,V,1,6.963011,2017-04-02 10:09:00.810000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2181479,V,1,9.929348,2017-04-04 00:49:00.927000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2181517,V,1,9.841845,2017-04-01 11:09:00.757000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
2199921,V,1,6.963011,2017-04-02 10:19:02.713000000,{A7B8544A-F5AF-40B3-BBBB-46E7C72A6D4D},S1
