id,node_id,network_collection,network_domain,subnet_description,subnet_collection,node_description,node_collection,input_description,input_collection,data_unit,storage_method,storage_duration,meter_constants
355,0501F26CFE00,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 133,5,Wet Ch P DB-02-P,5,kWh,Minutely,30,1
356,0501F26DBC00,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 131,3,DB EXT,1,kWh,Minutely,30,1
357,0501F26DBC00,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 131,3,DB5,2,kWh,Minutely,30,1
358,0501F26DBC00,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 131,3,INCOMER A1,3,kWh,Minutely,30,1
359,0501F26DBC00,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 131,3,DB-06-L,4,kWh,Minutely,30,1
360,0501F26DBC00,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 131,3,DB-07-P,5,kWh,Minutely,30,1
361,0501F26DBC00,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 131,3,DB COMMS,6,kWh,Minutely,30,1
362,0501F26DBC00,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 131,3,GENERATOR A2,7,kWh,Minutely,30,1
363,0501F26DBC00,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 131,3,POOL FILTER,8,kWh,Minutely,30,1
364,0501F26EB900,Com 1,Net_01,LICA,127,Meters,1,DB 1A,1,kWh,Minutely,30,1
365,0501F26EB900,Com 1,Net_01,LICA,127,Meters,1,DB 1B,2,kWh,Minutely,30,1
366,0501F26EB900,Com 1,Net_01,LICA,127,Meters,1,DB 2A,3,kWh,Minutely,30,1
367,0501F26EB900,Com 1,Net_01,LICA,127,Meters,1,DB 2B,4,kWh,Minutely,30,1
368,0501F26EB900,Com 1,Net_01,LICA,127,Meters,1,DB 3A,5,kWh,Minutely,30,1
369,0501F26EB900,Com 1,Net_01,LICA,127,Meters,1,DB 3B,6,kWh,Minutely,30,1
370,0501F26EB900,Com 1,Net_01,LICA,127,Meters,1,Dimmer Pack 1,7,kWh,Minutely,30,1
371,0501F26EB900,Com 1,Net_01,LICA,127,Meters,1,Dimmer Pack 2,8,kWh,Minutely,30,1
372,0501F5AECA00,Com 1,Net_01,County South Laundrette,94,County South 151,2,County S Imm Htr,1,kWh,Minutely,30,1
373,0501F5AECA00,Com 1,Net_01,County South Laundrette,94,County South 151,2,Laundry Imm Htr,2,kWh,Minutely,30,1
374,0501F5B73700,Com 1,Net_01,ISS Building,100,ISS Logger 150,4,UPS2A,5,kWh,Minutely,30,1
375,0501F5BE3900,Com 1,Net_01,Tower plantroom,82,BowT Water 82/3,7,Slaid Hot Water,1,m3,Minutely,30,10
376,0501F5BE3900,Com 1,Net_01,Tower plantroom,82,BowT Water 82/3,7,BowT Hot water F,2,m3,Minutely,30,10
377,0501F5BE3900,Com 1,Net_01,Tower plantroom,82,BowT Water 82/3,7,Bow Tow Heating,3,m3,Minutely,30,10
378,0501F883F600,Com 1,Net_01,Furness College 146,146,Furness College 147,2,Flat 1 HT Meter,1,kWh,Minutely,30,1
379,0501F883F600,Com 1,Net_01,Furness College 146,146,Furness College 147,2,Flat 2 HT Meter,2,kWh,Minutely,30,1
380,0501F883F600,Com 1,Net_01,Furness College 146,146,Furness College 147,2,Ftat 3 HT Meter,3,kWh,Minutely,30,1
381,0501F883F600,Com 1,Net_01,Furness College 146,146,Furness College 147,2,Flat 4 HT Meter,4,kWh,Minutely,30,1
382,0501F883F600,Com 1,Net_01,Furness College 146,146,Furness College 147,2,Flat 5 Electric,5,kWh,Minutely,30,1600
383,0501F883F600,Com 1,Net_01,Furness College 146,146,Furness College 147,2,Flat 6 Electric,6,kWh,Minutely,30,1600
384,0501F883F600,Com 1,Net_01,Furness College 146,146,Furness College 147,2,Flat 7 Electric,7,kWh,Minutely,30,1600
385,0501F883F600,Com 1,Net_01,Furness College 146,146,Furness College 147,2,Flat5 Water Mtr,8,l,Minutely,30,10
386,0501F8FB1000,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 129,1,WM 1,1,kWh,Minutely,30,1
387,0501F8FB1000,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 129,1,SPORT GM1,2,kWh,Minutely,30,1
388,0501F8FB1000,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 129,1,BOILER GM2,3,kWh,Minutely,30,1
389,0501F8FB1000,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 129,1,Main Gas Meter,4,kWh,Minutely,30,1
390,0501F8FB1000,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 129,1,CT DHW HEAT,5,MWh,Minutely,30,10
391,0501F8FB1000,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 129,1,MTHW HEAT,6,kW,Minutely,30,10
392,0501F8FB1000,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 129,1,CT HEAT,7,kWh,Minutely,30,100
393,0501F8FB1000,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 129,1,VT HEAT,8,kWh,Minutely,30,10
394,0501F900AA00,Com 1,Net_01,Tower plantroom,82,Bow T Light & Power 82/1,8,BowT D & E Light,1,kWh,Minutely,30,1
395,0501F900AA00,Com 1,Net_01,Tower plantroom,82,Bow T Light & Power 82/1,8,BowT D & E Total,2,kWh,Minutely,30,1
396,0501F900AA00,Com 1,Net_01,Tower plantroom,82,Bow T Light & Power 82/1,8,BowT F G H Light,3,kWh,Minutely,30,1
397,0501F900AA00,Com 1,Net_01,Tower plantroom,82,Bow T Light & Power 82/1,8,BowT F G H Total,4,kWh,Minutely,30,1
398,0501F900AA00,Com 1,Net_01,Tower plantroom,82,Bow T Light & Power 82/1,8,BowT J K L Light,5,kWh,Minutely,30,1
399,0501F900AA00,Com 1,Net_01,Tower plantroom,82,Bow T Light & Power 82/1,8,BowT J K L Total,6,kWh,Minutely,30,1
400,0501F900AA00,Com 1,Net_01,Tower plantroom,82,Bow T Light & Power 82/1,8,BowT M N O Light,7,kWh,Minutely,30,1
401,0501F900AA00,Com 1,Net_01,Tower plantroom,82,Bow T Light & Power 82/1,8,BowT M N O Total,8,kWh,Minutely,30,1
402,0501F9058600,Com 1,Net_01,Furness College 146,146,Furness College 148,3,Flat 6 Water,1,l,Minutely,30,10
403,0501F9058600,Com 1,Net_01,Furness College 146,146,Furness College 148,3,Flat 7 Water,2,l,Minutely,30,10
404,0501F9058600,Com 1,Net_01,Furness College 146,146,Furness College 148,3,Flat 5 HT Meter,3,kWh,Minutely,30,1
405,0501F9058600,Com 1,Net_01,Furness College 146,146,Furness College 148,3,Flat 6 HT Meter,4,kWh,Minutely,30,1
406,0501F9058600,Com 1,Net_01,Furness College 146,146,Furness College 148,3,Flat 7 HT Meter,5,kWh,Minutely,30,1
407,0501F9058600,Com 1,Net_01,Furness College 146,146,Furness College 148,3,Power DB LCDB 21,7,kWh,Minutely,30,1
408,0501F9058600,Com 1,Net_01,Furness College 146,146,Furness College 148,3,Light DB LCDB 21,8,kWh,Minutely,30,1
409,0501F9076200,Com 1,Net_01,Furness College 146,146,Furness College 149,4,Power DB NDB 02,1,kWh,Minutely,30,1
410,0501F9076200,Com 1,Net_01,Furness College 146,146,Furness College 149,4,Light DB NDB 02,2,kWh,Hourly,1,1
411,0501F9076200,Com 1,Net_01,Furness College 146,146,Furness College 149,4,Power DB LBDB 21,3,kWh,Minutely,30,1
412,0501F9076200,Com 1,Net_01,Furness College 146,146,Furness College 149,4,Light DB LBDB 21,4,kWh,Minutely,30,1
413,0501F9076200,Com 1,Net_01,Furness College 146,146,Furness College 149,4,Power DB NBD 01,5,kWh,Minutely,30,1
414,0501F9076200,Com 1,Net_01,Furness College 146,146,Furness College 149,4,Light DB NDB 01,6,kWh,Hourly,1,1
415,0501F9076200,Com 1,Net_01,Furness College 146,146,Furness College 149,4,Power DB LADB 21,7,kWh,Minutely,30,1
416,0501F9076200,Com 1,Net_01,Furness College 146,146,Furness College 149,4,Light DB LADB 21,8,kWh,Hourly,1,1
417,0501F97CC800,Com 1,Net_01,Tower plantroom,82,Bow Tower 82/2,6,Bow T RmB41comms,1,kWh,Minutely,30,1
418,0501F97CC800,Com 1,Net_01,Tower plantroom,82,Bow Tower 82/2,6,BowT E Flat16/17,2,kWh,Minutely,30,1
419,0501F97CC800,Com 1,Net_01,Tower plantroom,82,Bow Tower 82/2,6,BowT South F 18,3,kWh,Minutely,30,1
420,0501F97CC800,Com 1,Net_01,Tower plantroom,82,Bow Tower 82/2,6,BowT S F19/20,4,kWh,Minutely,30,1
421,0501F97CC800,Com 1,Net_01,Tower plantroom,82,Bow Tower 82/2,6,BowT East B Flr,5,kWh,Minutely,30,1
422,0501F97CC800,Com 1,Net_01,Tower plantroom,82,Bow Tower 82/2,6,BowT East C Flr,6,kWh,Minutely,30,1
423,0501F97CC800,Com 1,Net_01,Tower plantroom,82,Bow Tower 82/2,6,BowT South B Flr,7,kWh,Minutely,30,1
424,0501F97CC800,Com 1,Net_01,Tower plantroom,82,Bow Tower 82/2,6,Bow Tw Sth C Flr,8,kWh,Minutely,30,1
425,050200C3E800,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 132,4,Grd F DryLst 03L,1,kWh,Minutely,30,1
426,050200C3E800,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 132,4,Grd F DryPw 03 P,2,kWh,Minutely,30,1
427,050200C3E800,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 132,4,Grd F Fit Lt04 L,3,kWh,Minutely,30,1
428,050200C3E800,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 132,4,Grd F Fit Power,4,kWh,Minutely,30,1
429,050200C3E800,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 132,4,Roof Lts DB 08 L,5,kWh,Minutely,30,1
430,050200C3E800,Com 1,Net_01,New Sports Centre,129,Sports Centre Logger 132,4,Roof Pwr DB 08 L,6,kWh,Minutely,30,1
431,050201221E00,Com 1,Net_01,Furness College 140,140,Furness College 143,3,SW Bus Bar,1,kWh,Minutely,30,1
432,050201221E00,Com 1,Net_01,Furness College 140,140,Furness College 143,3,Ne Bus Bar,2,kWh,Minutely,30,1
433,050201221E00,Com 1,Net_01,Furness College 140,140,Furness College 143,3,South Bl DB 4X,3,kWh,Minutely,30,1
434,050201221E00,Com 1,Net_01,Furness College 140,140,Furness College 143,3,NE Plant Room DB,7,kWh,Minutely,30,1
435,050201221E00,Com 1,Net_01,Furness College 140,140,Furness College 143,3,DHWS Heat Meter,8,l,Minutely,30,10
436,050201255B00,Com 1,Net_01,Furness College 140,140,Meters,1,Foyer DB A5,1,kWh,Minutely,30,1
437,050201255B00,Com 1,Net_01,Furness College 140,140,Meters,1,Fire Alarm Panel,2,kWh,Minutely,30,1
438,050201255B00,Com 1,Net_01,Furness College 140,140,Meters,1,NE Pass Lift,3,kWh,Minutely,30,1
439,050201255B00,Com 1,Net_01,Furness College 140,140,Meters,1,NW Pass Lift,4,kWh,Minutely,30,1
440,050201255B00,Com 1,Net_01,Furness College 140,140,Meters,1,SCR TV Room,5,kWh,Minutely,30,1
441,050201255B00,Com 1,Net_01,Furness College 140,140,Meters,1,Bar Dis Board ,6,kWh,Minutely,30,1
442,050201255B00,Com 1,Net_01,Furness College 140,140,Meters,1,Switch Rm Dis B,7,kWh,Minutely,30,1
443,050201255B00,Com 1,Net_01,Furness College 140,140,Meters,1,OSS Walk Lights,8,kWh,Minutely,30,1
444,05020125CA00,Com 1,Net_01,Furness College 140,140,Furness College 144,4,Flat 8 Elect,1,kWh,Minutely,30,1600
445,05020125CA00,Com 1,Net_01,Furness College 140,140,Furness College 144,4,Flat 9 Elect,2,kWh,Minutely,30,1600
446,05020125CA00,Com 1,Net_01,Furness College 140,140,Furness College 144,4,Flat 8 Water,3,m3,Minutely,30,100
447,05020125CA00,Com 1,Net_01,Furness College 140,140,Furness College 144,4,Flat 9 Water ,4,m3,Minutely,30,100
448,05020125CA00,Com 1,Net_01,Furness College 140,140,Furness College 144,4,Flat 8 Heat,5,kWh,Minutely,30,1
449,05020125CA00,Com 1,Net_01,Furness College 140,140,Furness College 144,4,Flat 9 Heat,6,kWh,Minutely,30,1
450,05020125CA00,Com 1,Net_01,Furness College 140,140,Furness College 144,4,Power DB LCDB011,7,kWh,Minutely,30,1
451,05020125CA00,Com 1,Net_01,Furness College 140,140,Furness College 144,4,Light DB LCDB011,8,kWh,Minutely,30,1
452,050201286300,Com 1,Net_01,Furness College 140,140,Furness College 145,5,Pwr LB DB 11,1,kWh,Minutely,30,1
453,050201286300,Com 1,Net_01,Furness College 140,140,Furness College 145,5,Light LB DB 11,2,kWh,Minutely,30,1
454,050201286300,Com 1,Net_01,Furness College 140,140,Furness College 145,5,PWR Foyer GDB 3,3,kWh,Minutely,30,1
455,050201286300,Com 1,Net_01,Furness College 140,140,Furness College 145,5,Lgt Foyer GDB 3,4,kWh,Minutely,30,1
456,050201286300,Com 1,Net_01,Furness College 140,140,Furness College 145,5,PWR LA DB 3,5,kWh,Minutely,30,1
457,050201286300,Com 1,Net_01,Furness College 140,140,Furness College 145,5,Light LA DB 11,6,kWh,Minutely,30,1
458,050201286300,Com 1,Net_01,Furness College 140,140,Furness College 145,5,CW DHW System,7,l,Minutely,30,10
459,050201286300,Com 1,Net_01,Furness College 140,140,Furness College 145,5,Main Water IN ,8,l,Minutely,30,100
460,0502012BA000,Com 1,Net_01,Furness College 146,146,Furness College 146,1,Flat 1 Electric,1,kWh,Minutely,30,1600
461,0502012BA000,Com 1,Net_01,Furness College 146,146,Furness College 146,1,Flat 2 Electric,2,kWh,Minutely,30,1600
462,0502012BA000,Com 1,Net_01,Furness College 146,146,Furness College 146,1,Flat 3 Electric,3,kWh,Minutely,30,1600
463,0502012BA000,Com 1,Net_01,Furness College 146,146,Furness College 146,1,Flat 4 Electric,4,kWh,Minutely,30,1600
464,0502012BA000,Com 1,Net_01,Furness College 146,146,Furness College 146,1,Flat 1 Water,5,l,Minutely,30,10
465,0502012BA000,Com 1,Net_01,Furness College 146,146,Furness College 146,1,Flat 2 Water,6,l,Minutely,30,10
466,0502012BA000,Com 1,Net_01,Furness College 146,146,Furness College 146,1,Flat 3 Water,7,l,Minutely,30,10
467,0502012BA000,Com 1,Net_01,Furness College 146,146,Furness College 146,1,Ftat 4 Water,8,m3,Minutely,30,10
468,05020136CE00,Com 1,Net_01,Furness College 140,140,Furness College 145a,6,Pres M Up Water,1,l,Minutely,30,10
469,05020136CE00,Com 1,Net_01,Furness College 140,140,Furness College 145a,6,Elect Level A?,3,kWh,Minutely,30,1
470,050201428B00,Com 1,Net_01,Furness College 140,140,Furness College  141,2,NthBlk BflrNDB1 ,1,kWh,Minutely,30,1
471,050201428B00,Com 1,Net_01,Furness College 140,140,Furness College  141,2,CommRmB COMDB01,2,kWh,Minutely,30,1
472,050201428B00,Com 1,Net_01,Furness College 140,140,Furness College  141,2,NrthBL CFlrNDB02,3,kWh,Minutely,30,1
473,050201428B00,Com 1,Net_01,Furness College 140,140,Furness College  141,2,ComRm C flrDB02,4,kWh,Minutely,30,1
474,050201428B00,Com 1,Net_01,Furness College 140,140,Furness College  141,2,N Blk Roof NDB03,5,kWh,Minutely,30,1
475,050201428B00,Com 1,Net_01,Furness College 140,140,Furness College  141,2,Sw DB01 Flat 8 9,6,kWh,Minutely,30,1
476,050201428B00,Com 1,Net_01,Furness College 140,140,Furness College  141,2,SE-DB01Flat5 6 7,7,kWh,Minutely,30,1
477,050201428B00,Com 1,Net_01,Furness College 140,140,Furness College  141,2,Flat DB NEDB 01,8,kWh,Minutely,30,1
478,05021DE8C900,Com 1,Net_01,Library,159,Riser 2b,4,Book HEAT,4,kWh,Minutely,30,1
479,05021DE8C900,Com 1,Net_01,Library,159,Riser 2b,4,DB LG2LP,5,kWh,Minutely,30,100
480,05021DE8C900,Com 1,Net_01,Library,159,Riser 2b,4,DB LG3L,6,kWh,Minutely,30,100
481,05021DE8C900,Com 1,Net_01,Library,159,Riser 2b,4,Book WATER,7,m3,Minutely,30,1000
482,05021DE8C900,Com 1,Net_01,Library,159,Riser 2b,4,DB LG3P,8,kWh,Minutely,30,100
483,05021DE99A00,Com 1,Net_01,Library,159,Riser 2a,3,DB A1P,1,kWh,Minutely,30,100
484,05021DE99A00,Com 1,Net_01,Library,159,Riser 2a,3,DB B1L,2,kWh,Minutely,30,100
485,05021DE99A00,Com 1,Net_01,Library,159,Riser 2a,3,DB B1P,3,kWh,Minutely,30,100
486,05021DE99A00,Com 1,Net_01,Library,159,Riser 2a,3,DB B2P,4,kWh,Minutely,30,100
487,05021DE99A00,Com 1,Net_01,Library,159,Riser 2a,3,DB A1L,5,kWh,Minutely,30,100
488,05021DE99A00,Com 1,Net_01,Library,159,Riser 2a,3,DB B2L,6,kWh,Minutely,30,100
489,05021DE99A00,Com 1,Net_01,Library,159,Riser 2a,3,DB A2L,7,kWh,Minutely,30,100
490,05021DE99A00,Com 1,Net_01,Library,159,Riser 2a,3,DB A2P,8,kWh,Minutely,30,100
491,05021E1FE600,Com 1,Net_01,Library,159,Riser 2,2,DBCP4 COM2,1,kWh,Minutely,30,100
492,05021E1FE600,Com 1,Net_01,Library,159,Riser 2,2,DB3LP,2,kWh,Minutely,30,100
493,05021E1FE600,Com 1,Net_01,Library,159,Riser 2,2,MCP5,3,MWh,Minutely,30,1000
494,05021E1FE600,Com 1,Net_01,Library,159,Riser 2,2,DB C2P,4,kWh,Minutely,30,100
495,05021E1FE600,Com 1,Net_01,Library,159,Riser 2,2,DB C2L,5,kWh,Minutely,30,100
496,05021E1FE600,Com 1,Net_01,Library,159,Riser 2,2,MCP3,7,MWh,Minutely,30,1000
497,05021E1FE600,Com 1,Net_01,Library,159,Riser 2,2,DBD4LP,8,kWh,Minutely,30,100
498,05021E232E00,Com 1,Net_01,LICA 2,128,LICA 3 128/2,2,Questionabel,1,kWh,Minutely,30,1
499,050235468D00,Com 1,Net_01,Library,159,Basement Plantroom,5,DB LG4P,1,kWh,Minutely,30,100
500,050235468D00,Com 1,Net_01,Library,159,Basement Plantroom,5,DB LG4L,2,kWh,Minutely,30,100
501,050235468D00,Com 1,Net_01,Library,159,Basement Plantroom,5,DB LG5L,3,kWh,Minutely,30,100
502,050235468D00,Com 1,Net_01,Library,159,Basement Plantroom,5,DB LG5P,4,kWh,Minutely,30,100
503,050235468D00,Com 1,Net_01,Library,159,Basement Plantroom,5,DIST HEAT EAST,5,MWh,Minutely,30,100
504,050235468D00,Com 1,Net_01,Library,159,Basement Plantroom,5,MCP01,6,MWh,Minutely,30,1000
505,050235468D00,Com 1,Net_01,Library,159,Basement Plantroom,5,DOM HOT WATER,7,MWh,Minutely,30,1000
506,05023A235700,Com 1,Net_01,Library,159,Riser 1,1,DB COMMS,1,kWh,Minutely,30,100
507,05023A235700,Com 1,Net_01,Library,159,Riser 1,1,MCP03,2,MWh,Minutely,30,1000
508,05023A235700,Com 1,Net_01,Library,159,Riser 1,1,DB C1L,3,kWh,Minutely,30,100
509,05023A235700,Com 1,Net_01,Library,159,Riser 1,1,DB C1P,4,kWh,Minutely,30,100
510,05023A235700,Com 1,Net_01,Library,159,Riser 1,1,DB D1LP,5,kWh,Minutely,30,100
511,05023A235700,Com 1,Net_01,Library,159,Riser 1,1,MCP02,6,kWh,Minutely,30,1
512,05023A235700,Com 1,Net_01,Library,159,Riser 1,1,DB D2LP,7,kWh,Minutely,30,100
513,050157C0C300,Com 1,Net_01,Grizedale Res,104,Meters,1,Gas ,1,kWh,Minutely,30,1
514,050157C0C300,Com 1,Net_01,Grizedale Res,104,Meters,1,Water,2,m3,Minutely,30,1
515,05012DE37B00,Com 1,Net_01,Bowland Hall House 8 5,5,Meters,1,Electric Meter,1,kWh,Minutely,30,1
516,05012DE37B00,Com 1,Net_01,Bowland Hall House 8 5,5,Meters,1,Water Meter,2,m3,Minutely,30,1
